P1 P2 P3 Time
4 16 17 55575
4 17 1 57675
4 17 2 56625
4 17 3 56175
4 17 4 56025
4 17 5 55875
4 17 6 55875
4 17 7 55875
4 17 8 55725
4 17 9 55725
4 17 10 55725
4 17 11 55725
4 17 12 55725
4 17 13 55725
4 17 14 55725
4 17 15 55575
4 17 16 55575
4 17 17 55575
4 18 1 57675
4 18 2 56625
4 18 3 56175
4 18 4 56025
4 18 5 55875
4 18 6 55875
4 18 7 55875
4 18 8 55725
4 18 9 55725
4 18 10 55725
4 18 11 55725
4 18 12 55725
4 18 13 55725
4 18 14 55725
4 18 15 55575
4 18 16 55575
4 18 17 55575
4 19 1 57675
4 19 2 56625
4 19 3 56175
4 19 4 56025
4 19 5 55875
4 19 6 55875
4 19 7 55875
4 19 8 55725
4 19 9 55725
4 19 10 55725
4 19 11 55725
4 19 12 55725
4 19 13 55725
4 19 14 55725
4 19 15 55575
4 19 16 55575
4 19 17 55575
4 20 1 57675
4 20 2 56625
4 20 3 56175
4 20 4 56025
4 20 5 55875
4 20 6 55875
4 20 7 55875
4 20 8 55725
4 20 9 55725
4 20 10 55725
4 20 11 55725
4 20 12 55725
4 20 13 55725
4 20 14 55725
4 20 15 55575
4 20 16 55575
4 20 17 55575
4 21 1 57675
4 21 2 56625
4 21 3 56175
4 21 4 56025
4 21 5 55875
4 21 6 55875
4 21 7 55875
4 21 8 55725
4 21 9 55725
4 21 10 55725
4 21 11 55725
4 21 12 55725
4 21 13 55725
4 21 14 55725
4 21 15 55575
4 21 16 55575
4 21 17 55575
4 22 1 57675
4 22 2 56625
4 22 3 56175
4 22 4 56025
4 22 5 55875
4 22 6 55875
4 22 7 55875
4 22 8 55725
4 22 9 55725
4 22 10 55725
4 22 11 55725
4 22 12 55725
4 22 13 55725
4 22 14 55725
4 22 15 55575
4 22 16 55575
4 22 17 55575
4 23 1 57675
4 23 2 56625
4 23 3 56175
4 23 4 56025
4 23 5 55875
4 23 6 55875
4 23 7 55875
4 23 8 55725
4 23 9 55725
4 23 10 55725
4 23 11 55725
4 23 12 55725
4 23 13 55725
4 23 14 55725
4 23 15 55575
4 23 16 55575
4 23 17 55575
4 24 1 57535
4 24 2 56485
4 24 3 56035
4 24 4 55885
4 24 5 55735
4 24 6 55735
4 24 7 55735
4 24 8 55585
4 24 9 55585
4 24 10 55585
4 24 11 55585
4 24 12 55585
4 24 13 55585
4 24 14 55585
4 24 15 55435
4 24 16 55435
4 24 17 55435
4 25 1 57535
4 25 2 56485
4 25 3 56035
4 25 4 55885
4 25 5 55735
4 25 6 55735
4 25 7 55735
4 25 8 55585
4 25 9 55585
4 25 10 55585
4 25 11 55585
4 25 12 55585
4 25 13 55585
4 25 14 55585
4 25 15 55435
4 25 16 55435
4 25 17 55435
5 1 1 60375
5 1 2 59325
5 1 3 58875
5 1 4 58725
5 1 5 58575
5 1 6 58575
5 1 7 58575
5 1 8 58425
5 1 9 58425
5 1 10 58425
5 1 11 58425
5 1 12 58425
5 1 13 58425
5 1 14 58425
5 1 15 58275
5 1 16 58275
5 1 17 58275
5 2 1 53515
5 2 2 52465
5 2 3 52015
5 2 4 51865
5 2 5 51715
5 2 6 51715
5 2 7 51715
5 2 8 51565
5 2 9 51565
5 2 10 51565
5 2 11 51565
5 2 12 51565
5 2 13 51565
5 2 14 51565
5 2 15 51415
5 2 16 51415
5 2 17 51415
5 3 1 52955
5 3 2 51905
5 3 3 51455
5 3 4 51305
5 3 5 51155
5 3 6 51155
5 3 7 51155
5 3 8 51005
5 3 9 51005
5 3 10 51005
5 3 11 51005
5 3 12 51005
5 3 13 51005
5 3 14 51005
5 3 15 50855
5 3 16 50855
5 3 17 50855
5 4 1 52675
5 4 2 51625
5 4 3 51175
5 4 4 51025
5 4 5 50875
5 4 6 50875
5 4 7 50875
5 4 8 50725
5 4 9 50725
5 4 10 50725
5 4 11 50725
5 4 12 50725
5 4 13 50725
5 4 14 50725
5 4 15 50575
5 4 16 50575
5 4 17 50575
5 5 1 52535
5 5 2 51485
5 5 3 51035
5 5 4 50885
5 5 5 50735
5 5 6 50735
5 5 7 50735
5 5 8 50585
5 5 9 50585
5 5 10 50585
5 5 11 50585
5 5 12 50585
5 5 13 50585
5 5 14 50585
5 5 15 50435
5 5 16 50435
5 5 17 50435
5 6 1 52395
5 6 2 51345
5 6 3 50895
5 6 4 50745
5 6 5 50595
5 6 6 50595
5 6 7 50595
5 6 8 50445
5 6 9 50445
5 6 10 50445
5 6 11 50445
5 6 12 50445
5 6 13 50445
5 6 14 50445
5 6 15 50295
5 6 16 50295
5 6 17 50295
5 7 1 52395
5 7 2 51345
5 7 3 50895
5 7 4 50745
5 7 5 50595
5 7 6 50595
5 7 7 50595
5 7 8 50445
5 7 9 50445
5 7 10 50445
5 7 11 50445
5 7 12 50445
5 7 13 50445
5 7 14 50445
5 7 15 50295
5 7 16 50295
5 7 17 50295
5 8 1 52255
5 8 2 51205
5 8 3 50755
5 8 4 50605
5 8 5 50455
5 8 6 50455
5 8 7 50455
5 8 8 50305
5 8 9 50305
5 8 10 50305
5 8 11 50305
5 8 12 50305
5 8 13 50305
5 8 14 50305
5 8 15 50155
5 8 16 50155
5 8 17 50155
5 9 1 52255
5 9 2 51205
5 9 3 50755
5 9 4 50605
5 9 5 50455
5 9 6 50455
5 9 7 50455
5 9 8 50305
5 9 9 50305
5 9 10 50305
5 9 11 50305
5 9 12 50305
5 9 13 50305
5 9 14 50305
5 9 15 50155
5 9 16 50155
5 9 17 50155
5 10 1 52255
5 10 2 51205
5 10 3 50755
5 10 4 50605
5 10 5 50455
5 10 6 50455
5 10 7 50455
5 10 8 50305
5 10 9 50305
5 10 10 50305
5 10 11 50305
5 10 12 50305
5 10 13 50305
5 10 14 50305
5 10 15 50155
5 10 16 50155
5 10 17 50155
5 11 1 52255
5 11 2 51205
5 11 3 50755
5 11 4 50605
5 11 5 50455
5 11 6 50455
5 11 7 50455
5 11 8 50305
5 11 9 50305
5 11 10 50305
5 11 11 50305
5 11 12 50305
5 11 13 50305
5 11 14 50305
5 11 15 50155
5 11 16 50155
5 11 17 50155
5 12 1 52115
5 12 2 51065
5 12 3 50615
5 12 4 50465
5 12 5 50315
5 12 6 50315
5 12 7 50315
5 12 8 50165
5 12 9 50165
5 12 10 50165
5 12 11 50165
5 12 12 50165
5 12 13 50165
5 12 14 50165
5 12 15 50015
5 12 16 50015
5 12 17 50015
5 13 1 52115
5 13 2 51065
5 13 3 50615
5 13 4 50465
5 13 5 50315
5 13 6 50315
5 13 7 50315
5 13 8 50165
5 13 9 50165
5 13 10 50165
5 13 11 50165
5 13 12 50165
5 13 13 50165
5 13 14 50165
5 13 15 50015
5 13 16 50015
5 13 17 50015
5 14 1 52115
5 14 2 51065
5 14 3 50615
5 14 4 50465
5 14 5 50315
5 14 6 50315
5 14 7 50315
5 14 8 50165
5 14 9 50165
5 14 10 50165
5 14 11 50165
5 14 12 50165
5 14 13 50165
5 14 14 50165
5 14 15 50015
5 14 16 50015
5 14 17 50015
5 15 1 52115
5 15 2 51065
5 15 3 50615
5 15 4 50465
5 15 5 50315
5 15 6 50315
5 15 7 50315
5 15 8 50165
5 15 9 50165
5 15 10 50165
5 15 11 50165
5 15 12 50165
5 15 13 50165
5 15 14 50165
5 15 15 50015
5 15 16 50015
5 15 17 50015
5 16 1 52115
5 16 2 51065
5 16 3 50615
5 16 4 50465
5 16 5 50315
5 16 6 50315
5 16 7 50315
5 16 8 50165
5 16 9 50165
5 16 10 50165
5 16 11 50165
5 16 12 50165
5 16 13 50165
5 16 14 50165
5 16 15 50015
5 16 16 50015
5 16 17 50015
5 17 1 52115
5 17 2 51065
5 17 3 50615
5 17 4 50465
5 17 5 50315
5 17 6 50315
5 17 7 50315
5 17 8 50165
5 17 9 50165
5 17 10 50165
5 17 11 50165
5 17 12 50165
5 17 13 50165
5 17 14 50165
5 17 15 50015
5 17 16 50015
5 17 17 50015
5 18 1 52115
5 18 2 51065
5 18 3 50615
5 18 4 50465
5 18 5 50315
5 18 6 50315
5 18 7 50315
5 18 8 50165
5 18 9 50165
5 18 10 50165
5 18 11 50165
5 18 12 50165
5 18 13 50165
5 18 14 50165
5 18 15 50015
5 18 16 50015
5 18 17 50015
5 19 1 52115
5 19 2 51065
5 19 3 50615
5 19 4 50465
5 19 5 50315
5 19 6 50315
5 19 7 50315
5 19 8 50165
5 19 9 50165
5 19 10 50165
5 19 11 50165
5 19 12 50165
5 19 13 50165
5 19 14 50165
5 19 15 50015
5 19 16 50015
5 19 17 50015
5 20 1 52115
5 20 2 51065
5 20 3 50615
5 20 4 50465
5 20 5 50315
5 20 6 50315
5 20 7 50315
5 20 8 50165
5 20 9 50165
5 20 10 50165
5 20 11 50165
5 20 12 50165
5 20 13 50165
5 20 14 50165
5 20 15 50015
5 20 16 50015
5 20 17 50015
5 21 1 52115
5 21 2 51065
5 21 3 50615
5 21 4 50465
5 21 5 50315
5 21 6 50315
5 21 7 50315
5 21 8 50165
5 21 9 50165
5 21 10 50165
5 21 11 50165
5 21 12 50165
5 21 13 50165
5 21 14 50165
5 21 15 50015
5 21 16 50015
5 21 17 50015
5 22 1 52115
5 22 2 51065
5 22 3 50615
5 22 4 50465
5 22 5 50315
5 22 6 50315
5 22 7 50315
5 22 8 50165
5 22 9 50165
5 22 10 50165
5 22 11 50165
5 22 12 50165
5 22 13 50165
5 22 14 50165
5 22 15 50015
5 22 16 50015
5 22 17 50015
5 23 1 52115
5 23 2 51065
5 23 3 50615
5 23 4 50465
5 23 5 50315
5 23 6 50315
5 23 7 50315
5 23 8 50165
5 23 9 50165
5 23 10 50165
5 23 11 50165
5 23 12 50165
5 23 13 50165
5 23 14 50165
5 23 15 50015
5 23 16 50015
5 23 17 50015
5 24 1 51975
5 24 2 50925
5 24 3 50475
5 24 4 50325
5 24 5 50175
5 24 6 50175
5 24 7 50175
5 24 8 50025
5 24 9 50025
5 24 10 50025
5 24 11 50025
5 24 12 50025
5 24 13 50025
5 24 14 50025
5 24 15 49875
5 24 16 49875
5 24 17 49875
5 25 1 51975
5 25 2 50925
5 25 3 50475
5 25 4 50325
5 25 5 50175
5 25 6 50175
5 25 7 50175
5 25 8 50025
5 25 9 50025
5 25 10 50025
5 25 11 50025
5 25 12 50025
5 25 13 50025
5 25 14 50025
5 25 15 49875
5 25 16 49875
5 25 17 49875
6 1 1 59995
6 1 2 58945
6 1 3 58495
6 1 4 58345
6 1 5 58195
6 1 6 58195
6 1 7 58195
6 1 8 58045
6 1 9 58045
6 1 10 58045
6 1 11 58045
6 1 12 58045
6 1 13 58045
6 1 14 58045
6 1 15 57895
6 1 16 57895
6 1 17 57895
6 2 1 47955
6 2 2 46905
6 2 3 46455
6 2 4 46305
6 2 5 46155
6 2 6 46155
6 2 7 46155
6 2 8 46005
6 2 9 46005
6 2 10 46005
6 2 11 46005
6 2 12 46005
6 2 13 46005
6 2 14 46005
6 2 15 45855
6 2 16 45855
6 2 17 45855
6 3 1 47395
6 3 2 46345
6 3 3 45895
6 3 4 45745
6 3 5 45595
6 3 6 45595
6 3 7 45595
6 3 8 45445
6 3 9 45445
6 3 10 45445
6 3 11 45445
6 3 12 45445
6 3 13 45445
6 3 14 45445
6 3 15 45295
6 3 16 45295
6 3 17 45295
6 4 1 47115
6 4 2 46065
6 4 3 45615
6 4 4 45465
6 4 5 45315
6 4 6 45315
6 4 7 45315
6 4 8 45165
6 4 9 45165
6 4 10 45165
6 4 11 45165
6 4 12 45165
6 4 13 45165
6 4 14 45165
6 4 15 45015
6 4 16 45015
6 4 17 45015
6 5 1 46975
6 5 2 45925
6 5 3 45475
6 5 4 45325
6 5 5 45175
6 5 6 45175
6 5 7 45175
6 5 8 45025
6 5 9 45025
6 5 10 45025
6 5 11 45025
6 5 12 45025
6 5 13 45025
6 5 14 45025
6 5 15 44875
6 5 16 44875
6 5 17 44875
6 6 1 46835
6 6 2 45785
6 6 3 45335
6 6 4 45185
6 6 5 45035
6 6 6 45035
6 6 7 45035
6 6 8 44885
6 6 9 44885
6 6 10 44885
6 6 11 44885
6 6 12 44885
6 6 13 44885
6 6 14 44885
6 6 15 44735
6 6 16 44735
6 6 17 44735
6 7 1 46835
6 7 2 45785
6 7 3 45335
6 7 4 45185
6 7 5 45035
6 7 6 45035
6 7 7 45035
6 7 8 44885
6 7 9 44885
6 7 10 44885
6 7 11 44885
6 7 12 44885
6 7 13 44885
6 7 14 44885
6 7 15 44735
6 7 16 44735
6 7 17 44735
6 8 1 46695
6 8 2 45645
6 8 3 45195
6 8 4 45045
6 8 5 44895
6 8 6 44895
6 8 7 44895
6 8 8 44745
6 8 9 44745
6 8 10 44745
6 8 11 44745
6 8 12 44745
6 8 13 44745
6 8 14 44745
6 8 15 44595
6 8 16 44595
6 8 17 44595
6 9 1 46695
6 9 2 45645
6 9 3 45195
6 9 4 45045
6 9 5 44895
6 9 6 44895
6 9 7 44895
6 9 8 44745
6 9 9 44745
6 9 10 44745
6 9 11 44745
6 9 12 44745
6 9 13 44745
6 9 14 44745
6 9 15 44595
6 9 16 44595
6 9 17 44595
6 10 1 46695
6 10 2 45645
6 10 3 45195
6 10 4 45045
6 10 5 44895
6 10 6 44895
6 10 7 44895
6 10 8 44745
6 10 9 44745
6 10 10 44745
6 10 11 44745
6 10 12 44745
6 10 13 44745
6 10 14 44745
6 10 15 44595
6 10 16 44595
6 10 17 44595
6 11 1 46695
6 11 2 45645
6 11 3 45195
6 11 4 45045
6 11 5 44895
6 11 6 44895
6 11 7 44895
6 11 8 44745
6 11 9 44745
6 11 10 44745
6 11 11 44745
6 11 12 44745
6 11 13 44745
6 11 14 44745
6 11 15 44595
6 11 16 44595
6 11 17 44595
6 12 1 46555
6 12 2 45505
6 12 3 45055
6 12 4 44905
6 12 5 44755
6 12 6 44755
6 12 7 44755
6 12 8 44605
6 12 9 44605
6 12 10 44605
6 12 11 44605
6 12 12 44605
6 12 13 44605
6 12 14 44605
6 12 15 44455
6 12 16 44455
6 12 17 44455
6 13 1 46555
6 13 2 45505
6 13 3 45055
6 13 4 44905
6 13 5 44755
6 13 6 44755
6 13 7 44755
6 13 8 44605
6 13 9 44605
6 13 10 44605
6 13 11 44605
6 13 12 44605
6 13 13 44605
6 13 14 44605
6 13 15 44455
6 13 16 44455
6 13 17 44455
6 14 1 46555
6 14 2 45505
6 14 3 45055
6 14 4 44905
6 14 5 44755
6 14 6 44755
6 14 7 44755
6 14 8 44605
6 14 9 44605
6 14 10 44605
6 14 11 44605
6 14 12 44605
6 14 13 44605
6 14 14 44605
6 14 15 44455
6 14 16 44455
6 14 17 44455
6 15 1 46555
6 15 2 45505
6 15 3 45055
6 15 4 44905
6 15 5 44755
6 15 6 44755
6 15 7 44755
6 15 8 44605
6 15 9 44605
6 15 10 44605
6 15 11 44605
6 15 12 44605
6 15 13 44605
6 15 14 44605
6 15 15 44455
6 15 16 44455
6 15 17 44455
6 16 1 46555
6 16 2 45505
6 16 3 45055
6 16 4 44905
6 16 5 44755
6 16 6 44755
6 16 7 44755
6 16 8 44605
6 16 9 44605
6 16 10 44605
6 16 11 44605
6 16 12 44605
6 16 13 44605
6 16 14 44605
6 16 15 44455
6 16 16 44455
6 16 17 44455
6 17 1 46555
6 17 2 45505
6 17 3 45055
6 17 4 44905
6 17 5 44755
6 17 6 44755
6 17 7 44755
6 17 8 44605
6 17 9 44605
6 17 10 44605
6 17 11 44605
6 17 12 44605
6 17 13 44605
6 17 14 44605
6 17 15 44455
6 17 16 44455
6 17 17 44455
6 18 1 46555
6 18 2 45505
6 18 3 45055
6 18 4 44905
6 18 5 44755
6 18 6 44755
6 18 7 44755
6 18 8 44605
6 18 9 44605
6 18 10 44605
6 18 11 44605
6 18 12 44605
6 18 13 44605
6 18 14 44605
6 18 15 44455
6 18 16 44455
6 18 17 44455
6 19 1 46555
6 19 2 45505
6 19 3 45055
6 19 4 44905
6 19 5 44755
6 19 6 44755
6 19 7 44755
6 19 8 44605
6 19 9 44605
6 19 10 44605
6 19 11 44605
6 19 12 44605
6 19 13 44605
6 19 14 44605
6 19 15 44455
6 19 16 44455
6 19 17 44455
6 20 1 46555
6 20 2 45505
6 20 3 45055
6 20 4 44905
6 20 5 44755
6 20 6 44755
6 20 7 44755
6 20 8 44605
6 20 9 44605
6 20 10 44605
6 20 11 44605
6 20 12 44605
6 20 13 44605
6 20 14 44605
6 20 15 44455
6 20 16 44455
6 20 17 44455
6 21 1 46555
6 21 2 45505
6 21 3 45055
6 21 4 44905
6 21 5 44755
6 21 6 44755
6 21 7 44755
6 21 8 44605
6 21 9 44605
6 21 10 44605
6 21 11 44605
6 21 12 44605
6 21 13 44605
6 21 14 44605
6 21 15 44455
6 21 16 44455
6 21 17 44455
6 22 1 46555
6 22 2 45505
6 22 3 45055
6 22 4 44905
6 22 5 44755
6 22 6 44755
6 22 7 44755
6 22 8 44605
6 22 9 44605
6 22 10 44605
6 22 11 44605
6 22 12 44605
6 22 13 44605
6 22 14 44605
6 22 15 44455
6 22 16 44455
6 22 17 44455
6 23 1 46555
6 23 2 45505
6 23 3 45055
6 23 4 44905
6 23 5 44755
6 23 6 44755
6 23 7 44755
6 23 8 44605
6 23 9 44605
6 23 10 44605
6 23 11 44605
6 23 12 44605
6 23 13 44605
6 23 14 44605
6 23 15 44455
6 23 16 44455
6 23 17 44455
6 24 1 46415
6 24 2 45365
6 24 3 44915
6 24 4 44765
6 24 5 44615
6 24 6 44615
6 24 7 44615
6 24 8 44465
6 24 9 44465
6 24 10 44465
6 24 11 44465
6 24 12 44465
6 24 13 44465
6 24 14 44465
6 24 15 44315
6 24 16 44315
6 24 17 44315
6 25 1 46415
6 25 2 45365
6 25 3 44915
6 25 4 44765
6 25 5 44615
6 25 6 44615
6 25 7 44615
6 25 8 44465
6 25 9 44465
6 25 10 44465
6 25 11 44465
6 25 12 44465
6 25 13 44465
6 25 14 44465
6 25 15 44315
6 25 16 44315
6 25 17 44315
7 1 1 59615
7 1 2 58565
7 1 3 58115
7 1 4 57965
7 1 5 57815
7 1 6 57815
7 1 7 57815
7 1 8 57665
7 1 9 57665
7 1 10 57665
7 1 11 57665
7 1 12 57665
7 1 13 57665
7 1 14 57665
7 1 15 57515
7 1 16 57515
7 1 17 57515
7 2 1 42395
7 2 2 41345
7 2 3 40895
7 2 4 40745
7 2 5 40595
7 2 6 40595
7 2 7 40595
7 2 8 40445
7 2 9 40445
7 2 10 40445
7 2 11 40445
7 2 12 40445
7 2 13 40445
7 2 14 40445
7 2 15 40295
7 2 16 40295
7 2 17 40295
7 3 1 41835
7 3 2 40785
7 3 3 40335
7 3 4 40185
7 3 5 40035
7 3 6 40035
7 3 7 40035
7 3 8 39885
7 3 9 39885
7 3 10 39885
7 3 11 39885
7 3 12 39885
7 3 13 39885
7 3 14 39885
7 3 15 39735
7 3 16 39735
7 3 17 39735
7 4 1 41555
7 4 2 40505
7 4 3 40055
7 4 4 39905
7 4 5 39755
7 4 6 39755
7 4 7 39755
7 4 8 39605
7 4 9 39605
7 4 10 39605
7 4 11 39605
7 4 12 39605
7 4 13 39605
7 4 14 39605
7 4 15 39455
7 4 16 39455
7 4 17 39455
7 5 1 41415
7 5 2 40365
7 5 3 39915
7 5 4 39765
7 5 5 39615
7 5 6 39615
7 5 7 39615
7 5 8 39465
7 5 9 39465
7 5 10 39465
7 5 11 39465
7 5 12 39465
7 5 13 39465
7 5 14 39465
7 5 15 39315
7 5 16 39315
7 5 17 39315
7 6 1 41275
7 6 2 40225
7 6 3 39775
7 6 4 39625
7 6 5 39475
7 6 6 39475
7 6 7 39475
7 6 8 39325
7 6 9 39325
7 6 10 39325
7 6 11 39325
7 6 12 39325
7 6 13 39325
7 6 14 39325
7 6 15 39175
7 6 16 39175
7 6 17 39175
7 7 1 41275
7 7 2 40225
7 7 3 39775
7 7 4 39625
7 7 5 39475
7 7 6 39475
7 7 7 39475
7 7 8 39325
7 7 9 39325
7 7 10 39325
7 7 11 39325
7 7 12 39325
7 7 13 39325
7 7 14 39325
7 7 15 39175
7 7 16 39175
7 7 17 39175
7 8 1 41135
7 8 2 40085
7 8 3 39635
7 8 4 39485
7 8 5 39335
7 8 6 39335
7 8 7 39335
7 8 8 39185
7 8 9 39185
7 8 10 39185
7 8 11 39185
7 8 12 39185
7 8 13 39185
7 8 14 39185
7 8 15 39035
7 8 16 39035
7 8 17 39035
7 9 1 41135
7 9 2 40085
7 9 3 39635
7 9 4 39485
7 9 5 39335
7 9 6 39335
7 9 7 39335
7 9 8 39185
7 9 9 39185
7 9 10 39185
7 9 11 39185
7 9 12 39185
7 9 13 39185
7 9 14 39185
7 9 15 39035
7 9 16 39035
7 9 17 39035
7 10 1 41135
7 10 2 40085
7 10 3 39635
7 10 4 39485
7 10 5 39335
7 10 6 39335
7 10 7 39335
7 10 8 39185
7 10 9 39185
7 10 10 39185
7 10 11 39185
7 10 12 39185
7 10 13 39185
7 10 14 39185
7 10 15 39035
7 10 16 39035
7 10 17 39035
7 11 1 41135
7 11 2 40085
7 11 3 39635
7 11 4 39485
7 11 5 39335
7 11 6 39335
7 11 7 39335
7 11 8 39185
7 11 9 39185
7 11 10 39185
7 11 11 39185
7 11 12 39185
7 11 13 39185
7 11 14 39185
7 11 15 39035
7 11 16 39035
7 11 17 39035
7 12 1 40995
7 12 2 39945
7 12 3 39495
7 12 4 39345
7 12 5 39195
7 12 6 39195
7 12 7 39195
7 12 8 39045
7 12 9 39045
7 12 10 39045
7 12 11 39045
7 12 12 39045
7 12 13 39045
7 12 14 39045
7 12 15 38895
7 12 16 38895
7 12 17 38895
7 13 1 40995
7 13 2 39945
7 13 3 39495
7 13 4 39345
7 13 5 39195
7 13 6 39195
7 13 7 39195
7 13 8 39045
7 13 9 39045
7 13 10 39045
7 13 11 39045
7 13 12 39045
7 13 13 39045
7 13 14 39045
7 13 15 38895
7 13 16 38895
7 13 17 38895
7 14 1 40995
7 14 2 39945
7 14 3 39495
7 14 4 39345
7 14 5 39195
7 14 6 39195
7 14 7 39195
7 14 8 39045
7 14 9 39045
7 14 10 39045
7 14 11 39045
7 14 12 39045
7 14 13 39045
7 14 14 39045
7 14 15 38895
7 14 16 38895
7 14 17 38895
7 15 1 40995
7 15 2 39945
7 15 3 39495
7 15 4 39345
7 15 5 39195
7 15 6 39195
7 15 7 39195
7 15 8 39045
7 15 9 39045
7 15 10 39045
7 15 11 39045
7 15 12 39045
7 15 13 39045
7 15 14 39045
7 15 15 38895
7 15 16 38895
7 15 17 38895
7 16 1 40995
7 16 2 39945
7 16 3 39495
7 16 4 39345
7 16 5 39195
7 16 6 39195
7 16 7 39195
7 16 8 39045
7 16 9 39045
7 16 10 39045
7 16 11 39045
7 16 12 39045
7 16 13 39045
7 16 14 39045
7 16 15 38895
7 16 16 38895
7 16 17 38895
7 17 1 40995
7 17 2 39945
7 17 3 39495
7 17 4 39345
7 17 5 39195
7 17 6 39195
7 17 7 39195
7 17 8 39045
7 17 9 39045
7 17 10 39045
7 17 11 39045
7 17 12 39045
7 17 13 39045
7 17 14 39045
7 17 15 38895
7 17 16 38895
7 17 17 38895
7 18 1 40995
7 18 2 39945
7 18 3 39495
7 18 4 39345
7 18 5 39195
7 18 6 39195
7 18 7 39195
7 18 8 39045
7 18 9 39045
7 18 10 39045
7 18 11 39045
7 18 12 39045
7 18 13 39045
7 18 14 39045
7 18 15 38895
7 18 16 38895
7 18 17 38895
7 19 1 40995
7 19 2 39945
7 19 3 39495
7 19 4 39345
7 19 5 39195
7 19 6 39195
7 19 7 39195
7 19 8 39045
7 19 9 39045
7 19 10 39045
7 19 11 39045
7 19 12 39045
7 19 13 39045
7 19 14 39045
7 19 15 38895
7 19 16 38895
7 19 17 38895
7 20 1 40995
7 20 2 39945
7 20 3 39495
7 20 4 39345
7 20 5 39195
7 20 6 39195
7 20 7 39195
7 20 8 39045
7 20 9 39045
7 20 10 39045
7 20 11 39045
7 20 12 39045
7 20 13 39045
7 20 14 39045
7 20 15 38895
7 20 16 38895
7 20 17 38895
7 21 1 40995
7 21 2 39945
7 21 3 39495
7 21 4 39345
7 21 5 39195
7 21 6 39195
7 21 7 39195
7 21 8 39045
7 21 9 39045
7 21 10 39045
7 21 11 39045
7 21 12 39045
7 21 13 39045
7 21 14 39045
7 21 15 38895
7 21 16 38895
7 21 17 38895
7 22 1 40995
7 22 2 39945
7 22 3 39495
7 22 4 39345
7 22 5 39195
7 22 6 39195
7 22 7 39195
7 22 8 39045
7 22 9 39045
7 22 10 39045
7 22 11 39045
7 22 12 39045
7 22 13 39045
7 22 14 39045
7 22 15 38895
7 22 16 38895
7 22 17 38895
7 23 1 40995
7 23 2 39945
7 23 3 39495
7 23 4 39345
7 23 5 39195
7 23 6 39195
7 23 7 39195
7 23 8 39045
7 23 9 39045
7 23 10 39045
7 23 11 39045
7 23 12 39045
7 23 13 39045
7 23 14 39045
7 23 15 38895
7 23 16 38895
7 23 17 38895
7 24 1 40855
7 24 2 39805
7 24 3 39355
7 24 4 39205
7 24 5 39055
7 24 6 39055
7 24 7 39055
7 24 8 38905
7 24 9 38905
7 24 10 38905
7 24 11 38905
7 24 12 38905
7 24 13 38905
7 24 14 38905
7 24 15 38755
7 24 16 38755
7 24 17 38755
7 25 1 40855
7 25 2 39805
7 25 3 39355
7 25 4 39205
7 25 5 39055
7 25 6 39055
7 25 7 39055
7 25 8 38905
7 25 9 38905
7 25 10 38905
7 25 11 38905
7 25 12 38905
7 25 13 38905
7 25 14 38905
7 25 15 38755
7 25 16 38755
7 25 17 38755
8 1 1 59235
8 1 2 58185
8 1 3 57735
8 1 4 57585
8 1 5 57435
8 1 6 57435
8 1 7 57435
8 1 8 57285
8 1 9 57285
8 1 10 57285
8 1 11 57285
8 1 12 57285
8 1 13 57285
8 1 14 57285
8 1 15 57135
8 1 16 57135
8 1 17 57135
8 2 1 41455
8 2 2 35785
8 2 3 35335
8 2 4 35185
8 2 5 35035
8 2 6 35035
8 2 7 35035
8 2 8 34885
8 2 9 34885
8 2 10 34885
8 2 11 34885
8 2 12 34885
8 2 13 34885
8 2 14 34885
8 2 15 34735
8 2 16 34735
8 2 17 34735
8 3 1 40335
8 3 2 35225
8 3 3 34775
8 3 4 34625
8 3 5 34475
8 3 6 34475
8 3 7 34475
8 3 8 34325
8 3 9 34325
8 3 10 34325
8 3 11 34325
8 3 12 34325
8 3 13 34325
8 3 14 34325
8 3 15 34175
8 3 16 34175
8 3 17 34175
8 4 1 39915
8 4 2 34945
8 4 3 34495
8 4 4 34345
8 4 5 34195
8 4 6 34195
8 4 7 34195
8 4 8 34045
8 4 9 34045
8 4 10 34045
8 4 11 34045
8 4 12 34045
8 4 13 34045
8 4 14 34045
8 4 15 33895
8 4 16 33895
8 4 17 33895
8 5 1 39775
8 5 2 34805
8 5 3 34355
8 5 4 34205
8 5 5 34055
8 5 6 34055
8 5 7 34055
8 5 8 33905
8 5 9 33905
8 5 10 33905
8 5 11 33905
8 5 12 33905
8 5 13 33905
8 5 14 33905
8 5 15 33755
8 5 16 33755
8 5 17 33755
8 6 1 39635
8 6 2 34665
8 6 3 34215
8 6 4 34065
8 6 5 33915
8 6 6 33915
8 6 7 33915
8 6 8 33765
8 6 9 33765
8 6 10 33765
8 6 11 33765
8 6 12 33765
8 6 13 33765
8 6 14 33765
8 6 15 33615
8 6 16 33615
8 6 17 33615
8 7 1 39635
8 7 2 34665
8 7 3 34215
8 7 4 34065
8 7 5 33915
8 7 6 33915
8 7 7 33915
8 7 8 33765
8 7 9 33765
8 7 10 33765
8 7 11 33765
8 7 12 33765
8 7 13 33765
8 7 14 33765
8 7 15 33615
8 7 16 33615
8 7 17 33615
8 8 1 39495
8 8 2 34525
8 8 3 34075
8 8 4 33925
8 8 5 33775
8 8 6 33775
