P1 P2 P3 Time
8 8 7 33775
8 8 8 33625
8 8 9 33625
8 8 10 33625
8 8 11 33625
8 8 12 33625
8 8 13 33625
8 8 14 33625
8 8 15 33475
8 8 16 33475
8 8 17 33475
8 9 1 39495
8 9 2 34525
8 9 3 34075
8 9 4 33925
8 9 5 33775
8 9 6 33775
8 9 7 33775
8 9 8 33625
8 9 9 33625
8 9 10 33625
8 9 11 33625
8 9 12 33625
8 9 13 33625
8 9 14 33625
8 9 15 33475
8 9 16 33475
8 9 17 33475
8 10 1 39495
8 10 2 34525
8 10 3 34075
8 10 4 33925
8 10 5 33775
8 10 6 33775
8 10 7 33775
8 10 8 33625
8 10 9 33625
8 10 10 33625
8 10 11 33625
8 10 12 33625
8 10 13 33625
8 10 14 33625
8 10 15 33475
8 10 16 33475
8 10 17 33475
8 11 1 39495
8 11 2 34525
8 11 3 34075
8 11 4 33925
8 11 5 33775
8 11 6 33775
8 11 7 33775
8 11 8 33625
8 11 9 33625
8 11 10 33625
8 11 11 33625
8 11 12 33625
8 11 13 33625
8 11 14 33625
8 11 15 33475
8 11 16 33475
8 11 17 33475
8 12 1 39355
8 12 2 34385
8 12 3 33935
8 12 4 33785
8 12 5 33635
8 12 6 33635
8 12 7 33635
8 12 8 33485
8 12 9 33485
8 12 10 33485
8 12 11 33485
8 12 12 33485
8 12 13 33485
8 12 14 33485
8 12 15 33335
8 12 16 33335
8 12 17 33335
8 13 1 39355
8 13 2 34385
8 13 3 33935
8 13 4 33785
8 13 5 33635
8 13 6 33635
8 13 7 33635
8 13 8 33485
8 13 9 33485
8 13 10 33485
8 13 11 33485
8 13 12 33485
8 13 13 33485
8 13 14 33485
8 13 15 33335
8 13 16 33335
8 13 17 33335
8 14 1 39355
8 14 2 34385
8 14 3 33935
8 14 4 33785
8 14 5 33635
8 14 6 33635
8 14 7 33635
8 14 8 33485
8 14 9 33485
8 14 10 33485
8 14 11 33485
8 14 12 33485
8 14 13 33485
8 14 14 33485
8 14 15 33335
8 14 16 33335
8 14 17 33335
8 15 1 39355
8 15 2 34385
8 15 3 33935
8 15 4 33785
8 15 5 33635
8 15 6 33635
8 15 7 33635
8 15 8 33485
8 15 9 33485
8 15 10 33485
8 15 11 33485
8 15 12 33485
8 15 13 33485
8 15 14 33485
8 15 15 33335
8 15 16 33335
8 15 17 33335
8 16 1 39355
8 16 2 34385
8 16 3 33935
8 16 4 33785
8 16 5 33635
8 16 6 33635
8 16 7 33635
8 16 8 33485
8 16 9 33485
8 16 10 33485
8 16 11 33485
8 16 12 33485
8 16 13 33485
8 16 14 33485
8 16 15 33335
8 16 16 33335
8 16 17 33335
8 17 1 39355
8 17 2 34385
8 17 3 33935
8 17 4 33785
8 17 5 33635
8 17 6 33635
8 17 7 33635
8 17 8 33485
8 17 9 33485
8 17 10 33485
8 17 11 33485
8 17 12 33485
8 17 13 33485
8 17 14 33485
8 17 15 33335
8 17 16 33335
8 17 17 33335
8 18 1 39355
8 18 2 34385
8 18 3 33935
8 18 4 33785
8 18 5 33635
8 18 6 33635
8 18 7 33635
8 18 8 33485
8 18 9 33485
8 18 10 33485
8 18 11 33485
8 18 12 33485
8 18 13 33485
8 18 14 33485
8 18 15 33335
8 18 16 33335
8 18 17 33335
8 19 1 39355
8 19 2 34385
8 19 3 33935
8 19 4 33785
8 19 5 33635
8 19 6 33635
8 19 7 33635
8 19 8 33485
8 19 9 33485
8 19 10 33485
8 19 11 33485
8 19 12 33485
8 19 13 33485
8 19 14 33485
8 19 15 33335
8 19 16 33335
8 19 17 33335
8 20 1 39355
8 20 2 34385
8 20 3 33935
8 20 4 33785
8 20 5 33635
8 20 6 33635
8 20 7 33635
8 20 8 33485
8 20 9 33485
8 20 10 33485
8 20 11 33485
8 20 12 33485
8 20 13 33485
8 20 14 33485
8 20 15 33335
8 20 16 33335
8 20 17 33335
8 21 1 39355
8 21 2 34385
8 21 3 33935
8 21 4 33785
8 21 5 33635
8 21 6 33635
8 21 7 33635
8 21 8 33485
8 21 9 33485
8 21 10 33485
8 21 11 33485
8 21 12 33485
8 21 13 33485
8 21 14 33485
8 21 15 33335
8 21 16 33335
8 21 17 33335
8 22 1 39355
8 22 2 34385
8 22 3 33935
8 22 4 33785
8 22 5 33635
8 22 6 33635
8 22 7 33635
8 22 8 33485
8 22 9 33485
8 22 10 33485
8 22 11 33485
8 22 12 33485
8 22 13 33485
8 22 14 33485
8 22 15 33335
8 22 16 33335
8 22 17 33335
8 23 1 39355
8 23 2 34385
8 23 3 33935
8 23 4 33785
8 23 5 33635
8 23 6 33635
8 23 7 33635
8 23 8 33485
8 23 9 33485
8 23 10 33485
8 23 11 33485
8 23 12 33485
8 23 13 33485
8 23 14 33485
8 23 15 33335
8 23 16 33335
8 23 17 33335
8 24 1 39215
8 24 2 34245
8 24 3 33795
8 24 4 33645
8 24 5 33495
8 24 6 33495
8 24 7 33495
8 24 8 33345
8 24 9 33345
8 24 10 33345
8 24 11 33345
8 24 12 33345
8 24 13 33345
8 24 14 33345
8 24 15 33195
8 24 16 33195
8 24 17 33195
8 25 1 39215
8 25 2 34245
8 25 3 33795
8 25 4 33645
8 25 5 33495
8 25 6 33495
8 25 7 33495
8 25 8 33345
8 25 9 33345
8 25 10 33345
8 25 11 33345
8 25 12 33345
8 25 13 33345
8 25 14 33345
8 25 15 33195
8 25 16 33195
8 25 17 33195
9 1 1 59235
9 1 2 58185
9 1 3 57735
9 1 4 57585
9 1 5 57435
9 1 6 57435
9 1 7 57435
9 1 8 57285
9 1 9 57285
9 1 10 57285
9 1 11 57285
9 1 12 57285
9 1 13 57285
9 1 14 57285
9 1 15 57135
9 1 16 57135
9 1 17 57135
9 2 1 41455
9 2 2 35785
9 2 3 35335
9 2 4 35185
9 2 5 35035
9 2 6 35035
9 2 7 35035
9 2 8 34885
9 2 9 34885
9 2 10 34885
9 2 11 34885
9 2 12 34885
9 2 13 34885
9 2 14 34885
9 2 15 34735
9 2 16 34735
9 2 17 34735
9 3 1 40335
9 3 2 35225
9 3 3 34775
9 3 4 34625
9 3 5 34475
9 3 6 34475
9 3 7 34475
9 3 8 34325
9 3 9 34325
9 3 10 34325
9 3 11 34325
9 3 12 34325
9 3 13 34325
9 3 14 34325
9 3 15 34175
9 3 16 34175
9 3 17 34175
9 4 1 39915
9 4 2 34945
9 4 3 34495
9 4 4 34345
9 4 5 34195
9 4 6 34195
9 4 7 34195
9 4 8 34045
9 4 9 34045
9 4 10 34045
9 4 11 34045
9 4 12 34045
9 4 13 34045
9 4 14 34045
9 4 15 33895
9 4 16 33895
9 4 17 33895
9 5 1 39775
9 5 2 34805
9 5 3 34355
9 5 4 34205
9 5 5 34055
9 5 6 34055
9 5 7 34055
9 5 8 33905
9 5 9 33905
9 5 10 33905
9 5 11 33905
9 5 12 33905
9 5 13 33905
9 5 14 33905
9 5 15 33755
9 5 16 33755
9 5 17 33755
9 6 1 39635
9 6 2 34665
9 6 3 34215
9 6 4 34065
9 6 5 33915
9 6 6 33915
9 6 7 33915
9 6 8 33765
9 6 9 33765
9 6 10 33765
9 6 11 33765
9 6 12 33765
9 6 13 33765
9 6 14 33765
9 6 15 33615
9 6 16 33615
9 6 17 33615
9 7 1 39635
9 7 2 34665
9 7 3 34215
9 7 4 34065
9 7 5 33915
9 7 6 33915
9 7 7 33915
9 7 8 33765
9 7 9 33765
9 7 10 33765
9 7 11 33765
9 7 12 33765
9 7 13 33765
9 7 14 33765
9 7 15 33615
9 7 16 33615
9 7 17 33615
9 8 1 39495
9 8 2 34525
9 8 3 34075
9 8 4 33925
9 8 5 33775
9 8 6 33775
9 8 7 33775
9 8 8 33625
9 8 9 33625
9 8 10 33625
9 8 11 33625
9 8 12 33625
9 8 13 33625
9 8 14 33625
9 8 15 33475
9 8 16 33475
9 8 17 33475
9 9 1 39495
9 9 2 34525
9 9 3 34075
9 9 4 33925
9 9 5 33775
9 9 6 33775
9 9 7 33775
9 9 8 33625
9 9 9 33625
9 9 10 33625
9 9 11 33625
9 9 12 33625
9 9 13 33625
9 9 14 33625
9 9 15 33475
9 9 16 33475
9 9 17 33475
9 10 1 39495
9 10 2 34525
9 10 3 34075
9 10 4 33925
9 10 5 33775
9 10 6 33775
9 10 7 33775
9 10 8 33625
9 10 9 33625
9 10 10 33625
9 10 11 33625
9 10 12 33625
9 10 13 33625
9 10 14 33625
9 10 15 33475
9 10 16 33475
9 10 17 33475
9 11 1 39495
9 11 2 34525
9 11 3 34075
9 11 4 33925
9 11 5 33775
9 11 6 33775
9 11 7 33775
9 11 8 33625
9 11 9 33625
9 11 10 33625
9 11 11 33625
9 11 12 33625
9 11 13 33625
9 11 14 33625
9 11 15 33475
9 11 16 33475
9 11 17 33475
9 12 1 39355
9 12 2 34385
9 12 3 33935
9 12 4 33785
9 12 5 33635
9 12 6 33635
9 12 7 33635
9 12 8 33485
9 12 9 33485
9 12 10 33485
9 12 11 33485
9 12 12 33485
9 12 13 33485
9 12 14 33485
9 12 15 33335
9 12 16 33335
9 12 17 33335
9 13 1 39355
9 13 2 34385
9 13 3 33935
9 13 4 33785
9 13 5 33635
9 13 6 33635
9 13 7 33635
9 13 8 33485
9 13 9 33485
9 13 10 33485
9 13 11 33485
9 13 12 33485
9 13 13 33485
9 13 14 33485
9 13 15 33335
9 13 16 33335
9 13 17 33335
9 14 1 39355
9 14 2 34385
9 14 3 33935
9 14 4 33785
9 14 5 33635
9 14 6 33635
9 14 7 33635
9 14 8 33485
9 14 9 33485
9 14 10 33485
9 14 11 33485
9 14 12 33485
9 14 13 33485
9 14 14 33485
9 14 15 33335
9 14 16 33335
9 14 17 33335
9 15 1 39355
9 15 2 34385
9 15 3 33935
9 15 4 33785
9 15 5 33635
9 15 6 33635
9 15 7 33635
9 15 8 33485
9 15 9 33485
9 15 10 33485
9 15 11 33485
9 15 12 33485
9 15 13 33485
9 15 14 33485
9 15 15 33335
9 15 16 33335
9 15 17 33335
9 16 1 39355
9 16 2 34385
9 16 3 33935
9 16 4 33785
9 16 5 33635
9 16 6 33635
9 16 7 33635
9 16 8 33485
9 16 9 33485
9 16 10 33485
9 16 11 33485
9 16 12 33485
9 16 13 33485
9 16 14 33485
9 16 15 33335
9 16 16 33335
9 16 17 33335
9 17 1 39355
9 17 2 34385
9 17 3 33935
9 17 4 33785
9 17 5 33635
9 17 6 33635
9 17 7 33635
9 17 8 33485
9 17 9 33485
9 17 10 33485
9 17 11 33485
9 17 12 33485
9 17 13 33485
9 17 14 33485
9 17 15 33335
9 17 16 33335
9 17 17 33335
9 18 1 39355
9 18 2 34385
9 18 3 33935
9 18 4 33785
9 18 5 33635
9 18 6 33635
9 18 7 33635
9 18 8 33485
9 18 9 33485
9 18 10 33485
9 18 11 33485
9 18 12 33485
9 18 13 33485
9 18 14 33485
9 18 15 33335
9 18 16 33335
9 18 17 33335
9 19 1 39355
9 19 2 34385
9 19 3 33935
9 19 4 33785
9 19 5 33635
9 19 6 33635
9 19 7 33635
9 19 8 33485
9 19 9 33485
9 19 10 33485
9 19 11 33485
9 19 12 33485
9 19 13 33485
9 19 14 33485
9 19 15 33335
9 19 16 33335
9 19 17 33335
9 20 1 39355
9 20 2 34385
9 20 3 33935
9 20 4 33785
9 20 5 33635
9 20 6 33635
9 20 7 33635
9 20 8 33485
9 20 9 33485
9 20 10 33485
9 20 11 33485
9 20 12 33485
9 20 13 33485
9 20 14 33485
9 20 15 33335
9 20 16 33335
9 20 17 33335
9 21 1 39355
9 21 2 34385
9 21 3 33935
9 21 4 33785
9 21 5 33635
9 21 6 33635
9 21 7 33635
9 21 8 33485
9 21 9 33485
9 21 10 33485
9 21 11 33485
9 21 12 33485
9 21 13 33485
9 21 14 33485
9 21 15 33335
9 21 16 33335
9 21 17 33335
9 22 1 39355
9 22 2 34385
9 22 3 33935
9 22 4 33785
9 22 5 33635
9 22 6 33635
9 22 7 33635
9 22 8 33485
9 22 9 33485
9 22 10 33485
9 22 11 33485
9 22 12 33485
9 22 13 33485
9 22 14 33485
9 22 15 33335
9 22 16 33335
9 22 17 33335
9 23 1 39355
9 23 2 34385
9 23 3 33935
9 23 4 33785
9 23 5 33635
9 23 6 33635
9 23 7 33635
9 23 8 33485
9 23 9 33485
9 23 10 33485
9 23 11 33485
9 23 12 33485
9 23 13 33485
9 23 14 33485
9 23 15 33335
9 23 16 33335
9 23 17 33335
9 24 1 39215
9 24 2 34245
9 24 3 33795
9 24 4 33645
9 24 5 33495
9 24 6 33495
9 24 7 33495
9 24 8 33345
9 24 9 33345
9 24 10 33345
9 24 11 33345
9 24 12 33345
9 24 13 33345
9 24 14 33345
9 24 15 33195
9 24 16 33195
9 24 17 33195
9 25 1 39215
9 25 2 34245
9 25 3 33795
9 25 4 33645
9 25 5 33495
9 25 6 33495
9 25 7 33495
9 25 8 33345
9 25 9 33345
9 25 10 33345
9 25 11 33345
9 25 12 33345
9 25 13 33345
9 25 14 33345
9 25 15 33195
9 25 16 33195
9 25 17 33195
10 1 1 59235
10 1 2 58185
10 1 3 57735
10 1 4 57585
10 1 5 57435
10 1 6 57435
10 1 7 57435
10 1 8 57285
10 1 9 57285
10 1 10 57285
10 1 11 57285
10 1 12 57285
10 1 13 57285
10 1 14 57285
10 1 15 57135
10 1 16 57135
10 1 17 57135
10 2 1 41455
10 2 2 35785
10 2 3 35335
10 2 4 35185
10 2 5 35035
10 2 6 35035
10 2 7 35035
10 2 8 34885
10 2 9 34885
10 2 10 34885
10 2 11 34885
10 2 12 34885
10 2 13 34885
10 2 14 34885
10 2 15 34735
10 2 16 34735
10 2 17 34735
10 3 1 40335
10 3 2 35225
10 3 3 34775
10 3 4 34625
10 3 5 34475
10 3 6 34475
10 3 7 34475
10 3 8 34325
10 3 9 34325
10 3 10 34325
10 3 11 34325
10 3 12 34325
10 3 13 34325
10 3 14 34325
10 3 15 34175
10 3 16 34175
10 3 17 34175
10 4 1 39915
10 4 2 34945
10 4 3 34495
10 4 4 34345
10 4 5 34195
10 4 6 34195
10 4 7 34195
10 4 8 34045
10 4 9 34045
10 4 10 34045
10 4 11 34045
10 4 12 34045
10 4 13 34045
10 4 14 34045
10 4 15 33895
10 4 16 33895
10 4 17 33895
10 5 1 39775
10 5 2 34805
10 5 3 34355
10 5 4 34205
10 5 5 34055
10 5 6 34055
10 5 7 34055
10 5 8 33905
10 5 9 33905
10 5 10 33905
10 5 11 33905
10 5 12 33905
10 5 13 33905
10 5 14 33905
10 5 15 33755
10 5 16 33755
10 5 17 33755
10 6 1 39635
10 6 2 34665
10 6 3 34215
10 6 4 34065
10 6 5 33915
10 6 6 33915
10 6 7 33915
10 6 8 33765
10 6 9 33765
10 6 10 33765
10 6 11 33765
10 6 12 33765
10 6 13 33765
10 6 14 33765
10 6 15 33615
10 6 16 33615
10 6 17 33615
10 7 1 39635
10 7 2 34665
10 7 3 34215
10 7 4 34065
10 7 5 33915
10 7 6 33915
10 7 7 33915
10 7 8 33765
10 7 9 33765
10 7 10 33765
10 7 11 33765
10 7 12 33765
10 7 13 33765
10 7 14 33765
10 7 15 33615
10 7 16 33615
10 7 17 33615
10 8 1 39495
10 8 2 34525
10 8 3 34075
10 8 4 33925
10 8 5 33775
10 8 6 33775
10 8 7 33775
10 8 8 33625
10 8 9 33625
10 8 10 33625
10 8 11 33625
10 8 12 33625
10 8 13 33625
10 8 14 33625
10 8 15 33475
10 8 16 33475
10 8 17 33475
10 9 1 39495
10 9 2 34525
10 9 3 34075
10 9 4 33925
10 9 5 33775
10 9 6 33775
10 9 7 33775
10 9 8 33625
10 9 9 33625
10 9 10 33625
10 9 11 33625
10 9 12 33625
10 9 13 33625
10 9 14 33625
10 9 15 33475
10 9 16 33475
10 9 17 33475
10 10 1 39495
10 10 2 34525
10 10 3 34075
10 10 4 33925
10 10 5 33775
10 10 6 33775
10 10 7 33775
10 10 8 33625
10 10 9 33625
10 10 10 33625
10 10 11 33625
10 10 12 33625
10 10 13 33625
10 10 14 33625
10 10 15 33475
10 10 16 33475
10 10 17 33475
10 11 1 39495
10 11 2 34525
10 11 3 34075
10 11 4 33925
10 11 5 33775
10 11 6 33775
10 11 7 33775
10 11 8 33625
10 11 9 33625
10 11 10 33625
10 11 11 33625
10 11 12 33625
10 11 13 33625
10 11 14 33625
10 11 15 33475
10 11 16 33475
10 11 17 33475
10 12 1 39355
10 12 2 34385
10 12 3 33935
10 12 4 33785
10 12 5 33635
10 12 6 33635
10 12 7 33635
10 12 8 33485
10 12 9 33485
10 12 10 33485
10 12 11 33485
10 12 12 33485
10 12 13 33485
10 12 14 33485
10 12 15 33335
10 12 16 33335
10 12 17 33335
10 13 1 39355
10 13 2 34385
10 13 3 33935
10 13 4 33785
10 13 5 33635
10 13 6 33635
10 13 7 33635
10 13 8 33485
10 13 9 33485
10 13 10 33485
10 13 11 33485
10 13 12 33485
10 13 13 33485
10 13 14 33485
10 13 15 33335
10 13 16 33335
10 13 17 33335
10 14 1 39355
10 14 2 34385
10 14 3 33935
10 14 4 33785
10 14 5 33635
10 14 6 33635
10 14 7 33635
10 14 8 33485
10 14 9 33485
10 14 10 33485
10 14 11 33485
10 14 12 33485
10 14 13 33485
10 14 14 33485
10 14 15 33335
10 14 16 33335
10 14 17 33335
10 15 1 39355
10 15 2 34385
10 15 3 33935
10 15 4 33785
10 15 5 33635
10 15 6 33635
10 15 7 33635
10 15 8 33485
10 15 9 33485
10 15 10 33485
10 15 11 33485
10 15 12 33485
10 15 13 33485
10 15 14 33485
10 15 15 33335
10 15 16 33335
10 15 17 33335
10 16 1 39355
10 16 2 34385
10 16 3 33935
10 16 4 33785
10 16 5 33635
10 16 6 33635
10 16 7 33635
10 16 8 33485
10 16 9 33485
10 16 10 33485
10 16 11 33485
10 16 12 33485
10 16 13 33485
10 16 14 33485
10 16 15 33335
10 16 16 33335
10 16 17 33335
10 17 1 39355
10 17 2 34385
10 17 3 33935
10 17 4 33785
10 17 5 33635
10 17 6 33635
10 17 7 33635
10 17 8 33485
10 17 9 33485
10 17 10 33485
10 17 11 33485
10 17 12 33485
10 17 13 33485
10 17 14 33485
10 17 15 33335
10 17 16 33335
10 17 17 33335
10 18 1 39355
10 18 2 34385
10 18 3 33935
10 18 4 33785
10 18 5 33635
10 18 6 33635
10 18 7 33635
10 18 8 33485
10 18 9 33485
10 18 10 33485
10 18 11 33485
10 18 12 33485
10 18 13 33485
10 18 14 33485
10 18 15 33335
10 18 16 33335
10 18 17 33335
10 19 1 39355
10 19 2 34385
10 19 3 33935
10 19 4 33785
10 19 5 33635
10 19 6 33635
10 19 7 33635
10 19 8 33485
10 19 9 33485
10 19 10 33485
10 19 11 33485
10 19 12 33485
10 19 13 33485
10 19 14 33485
10 19 15 33335
10 19 16 33335
10 19 17 33335
10 20 1 39355
10 20 2 34385
10 20 3 33935
10 20 4 33785
10 20 5 33635
10 20 6 33635
10 20 7 33635
10 20 8 33485
10 20 9 33485
10 20 10 33485
10 20 11 33485
10 20 12 33485
10 20 13 33485
10 20 14 33485
10 20 15 33335
10 20 16 33335
10 20 17 33335
10 21 1 39355
10 21 2 34385
10 21 3 33935
10 21 4 33785
10 21 5 33635
10 21 6 33635
10 21 7 33635
10 21 8 33485
10 21 9 33485
10 21 10 33485
10 21 11 33485
10 21 12 33485
10 21 13 33485
10 21 14 33485
10 21 15 33335
10 21 16 33335
10 21 17 33335
10 22 1 39355
10 22 2 34385
10 22 3 33935
10 22 4 33785
10 22 5 33635
10 22 6 33635
10 22 7 33635
10 22 8 33485
10 22 9 33485
10 22 10 33485
10 22 11 33485
10 22 12 33485
10 22 13 33485
10 22 14 33485
10 22 15 33335
10 22 16 33335
10 22 17 33335
10 23 1 39355
10 23 2 34385
10 23 3 33935
10 23 4 33785
10 23 5 33635
10 23 6 33635
10 23 7 33635
10 23 8 33485
10 23 9 33485
10 23 10 33485
10 23 11 33485
10 23 12 33485
10 23 13 33485
10 23 14 33485
10 23 15 33335
10 23 16 33335
10 23 17 33335
10 24 1 39215
10 24 2 34245
10 24 3 33795
10 24 4 33645
10 24 5 33495
10 24 6 33495
10 24 7 33495
10 24 8 33345
10 24 9 33345
10 24 10 33345
10 24 11 33345
10 24 12 33345
10 24 13 33345
10 24 14 33345
10 24 15 33195
10 24 16 33195
10 24 17 33195
10 25 1 39215
10 25 2 34245
10 25 3 33795
10 25 4 33645
10 25 5 33495
10 25 6 33495
10 25 7 33495
10 25 8 33345
10 25 9 33345
10 25 10 33345
10 25 11 33345
10 25 12 33345
10 25 13 33345
10 25 14 33345
10 25 15 33195
10 25 16 33195
10 25 17 33195
11 1 1 58855
11 1 2 57805
11 1 3 57355
11 1 4 57205
11 1 5 57055
11 1 6 57055
11 1 7 57055
11 1 8 56905
11 1 9 56905
11 1 10 56905
11 1 11 56905
11 1 12 56905
11 1 13 56905
11 1 14 56905
11 1 15 56755
11 1 16 56755
11 1 17 56755
11 2 1 41075
11 2 2 32605
11 2 3 32155
11 2 4 32005
11 2 5 31855
11 2 6 31855
11 2 7 31855
11 2 8 31705
11 2 9 31705
11 2 10 31705
11 2 11 31705
11 2 12 31705
11 2 13 31705
11 2 14 31705
11 2 15 31555
11 2 16 31555
11 2 17 31555
11 3 1 39955
11 3 2 29665
11 3 3 29215
11 3 4 29065
11 3 5 28915
11 3 6 28915
11 3 7 28915
11 3 8 28765
11 3 9 28765
11 3 10 28765
11 3 11 28765
11 3 12 28765
11 3 13 28765
11 3 14 28765
11 3 15 28615
11 3 16 28615
11 3 17 28615
11 4 1 39535
11 4 2 29385
11 4 3 28935
11 4 4 28785
11 4 5 28635
11 4 6 28635
11 4 7 28635
11 4 8 28485
11 4 9 28485
11 4 10 28485
11 4 11 28485
11 4 12 28485
11 4 13 28485
11 4 14 28485
11 4 15 28335
11 4 16 28335
11 4 17 28335
11 5 1 39395
11 5 2 29245
11 5 3 28795
11 5 4 28645
11 5 5 28495
11 5 6 28495
11 5 7 28495
11 5 8 28345
11 5 9 28345
11 5 10 28345
11 5 11 28345
11 5 12 28345
11 5 13 28345
11 5 14 28345
11 5 15 28195
11 5 16 28195
11 5 17 28195
11 6 1 39255
11 6 2 29105
11 6 3 28655
11 6 4 28505
11 6 5 28355
11 6 6 28355
11 6 7 28355
11 6 8 28205
11 6 9 28205
11 6 10 28205
11 6 11 28205
11 6 12 28205
11 6 13 28205
11 6 14 28205
11 6 15 28055
11 6 16 28055
11 6 17 28055
11 7 1 39255
11 7 2 29105
11 7 3 28655
11 7 4 28505
11 7 5 28355
11 7 6 28355
11 7 7 28355
11 7 8 28205
11 7 9 28205
11 7 10 28205
11 7 11 28205
11 7 12 28205
11 7 13 28205
11 7 14 28205
11 7 15 28055
11 7 16 28055
11 7 17 28055
11 8 1 39115
11 8 2 28965
11 8 3 28515
11 8 4 28365
11 8 5 28215
11 8 6 28215
11 8 7 28215
11 8 8 28065
11 8 9 28065
11 8 10 28065
11 8 11 28065
11 8 12 28065
11 8 13 28065
11 8 14 28065
11 8 15 27915
11 8 16 27915
11 8 17 27915
11 9 1 39115
11 9 2 28965
11 9 3 28515
11 9 4 28365
11 9 5 28215
11 9 6 28215
11 9 7 28215
11 9 8 28065
11 9 9 28065
11 9 10 28065
11 9 11 28065
11 9 12 28065
11 9 13 28065
11 9 14 28065
11 9 15 27915
11 9 16 27915
11 9 17 27915
11 10 1 39115
11 10 2 28965
11 10 3 28515
11 10 4 28365
11 10 5 28215
11 10 6 28215
11 10 7 28215
11 10 8 28065
11 10 9 28065
11 10 10 28065
11 10 11 28065
11 10 12 28065
11 10 13 28065
11 10 14 28065
11 10 15 27915
11 10 16 27915
11 10 17 27915
11 11 1 39115
11 11 2 28965
11 11 3 28515
11 11 4 28365
11 11 5 28215
11 11 6 28215
11 11 7 28215
11 11 8 28065
11 11 9 28065
11 11 10 28065
11 11 11 28065
11 11 12 28065
11 11 13 28065
11 11 14 28065
11 11 15 27915
11 11 16 27915
11 11 17 27915
11 12 1 38975
11 12 2 28825
11 12 3 28375
11 12 4 28225
11 12 5 28075
11 12 6 28075
11 12 7 28075
11 12 8 27925
11 12 9 27925
11 12 10 27925
11 12 11 27925
11 12 12 27925
11 12 13 27925
11 12 14 27925
11 12 15 27775
11 12 16 27775
11 12 17 27775
11 13 1 38975
11 13 2 28825
11 13 3 28375
11 13 4 28225
11 13 5 28075
11 13 6 28075
11 13 7 28075
11 13 8 27925
11 13 9 27925
11 13 10 27925
11 13 11 27925
11 13 12 27925
11 13 13 27925
11 13 14 27925
11 13 15 27775
11 13 16 27775
11 13 17 27775
11 14 1 38975
11 14 2 28825
11 14 3 28375
11 14 4 28225
11 14 5 28075
11 14 6 28075
11 14 7 28075
11 14 8 27925
11 14 9 27925
11 14 10 27925
11 14 11 27925
11 14 12 27925
11 14 13 27925
11 14 14 27925
11 14 15 27775
11 14 16 27775
11 14 17 27775
11 15 1 38975
11 15 2 28825
11 15 3 28375
11 15 4 28225
11 15 5 28075
11 15 6 28075
11 15 7 28075
11 15 8 27925
11 15 9 27925
11 15 10 27925
11 15 11 27925
11 15 12 27925
11 15 13 27925
11 15 14 27925
11 15 15 27775
11 15 16 27775
11 15 17 27775
11 16 1 38975
11 16 2 28825
11 16 3 28375
11 16 4 28225
11 16 5 28075
11 16 6 28075
11 16 7 28075
11 16 8 27925
11 16 9 27925
11 16 10 27925
11 16 11 27925
11 16 12 27925
11 16 13 27925
11 16 14 27925
11 16 15 27775
11 16 16 27775
11 16 17 27775
11 17 1 38975
11 17 2 28825
11 17 3 28375
11 17 4 28225
11 17 5 28075
11 17 6 28075
11 17 7 28075
11 17 8 27925
11 17 9 27925
11 17 10 27925
11 17 11 27925
11 17 12 27925
11 17 13 27925
11 17 14 27925
11 17 15 27775
11 17 16 27775
11 17 17 27775
11 18 1 38975
11 18 2 28825
11 18 3 28375
11 18 4 28225
11 18 5 28075
11 18 6 28075
11 18 7 28075
11 18 8 27925
11 18 9 27925
11 18 10 27925
11 18 11 27925
11 18 12 27925
11 18 13 27925
11 18 14 27925
11 18 15 27775
11 18 16 27775
11 18 17 27775
11 19 1 38975
11 19 2 28825
11 19 3 28375
11 19 4 28225
11 19 5 28075
11 19 6 28075
11 19 7 28075
11 19 8 27925
11 19 9 27925
11 19 10 27925
11 19 11 27925
11 19 12 27925
11 19 13 27925
11 19 14 27925
11 19 15 27775
11 19 16 27775
11 19 17 27775
11 20 1 38975
11 20 2 28825
11 20 3 28375
11 20 4 28225
11 20 5 28075
11 20 6 28075
11 20 7 28075
11 20 8 27925
11 20 9 27925
11 20 10 27925
11 20 11 27925
11 20 12 27925
11 20 13 27925
11 20 14 27925
11 20 15 27775
11 20 16 27775
11 20 17 27775
11 21 1 38975
11 21 2 28825
11 21 3 28375
11 21 4 28225
11 21 5 28075
11 21 6 28075
11 21 7 28075
11 21 8 27925
11 21 9 27925
11 21 10 27925
11 21 11 27925
11 21 12 27925
11 21 13 27925
11 21 14 27925
11 21 15 27775
11 21 16 27775
11 21 17 27775
11 22 1 38975
11 22 2 28825
11 22 3 28375
11 22 4 28225
11 22 5 28075
11 22 6 28075
11 22 7 28075
11 22 8 27925
11 22 9 27925
11 22 10 27925
11 22 11 27925
11 22 12 27925
11 22 13 27925
11 22 14 27925
11 22 15 27775
11 22 16 27775
11 22 17 27775
11 23 1 38975
11 23 2 28825
11 23 3 28375
11 23 4 28225
11 23 5 28075
11 23 6 28075
11 23 7 28075
11 23 8 27925
11 23 9 27925
11 23 10 27925
11 23 11 27925
11 23 12 27925
11 23 13 27925
11 23 14 27925
11 23 15 27775
11 23 16 27775
11 23 17 27775
11 24 1 38835
11 24 2 28685
11 24 3 28235
11 24 4 28085
11 24 5 27935
11 24 6 27935
11 24 7 27935
11 24 8 27785
11 24 9 27785
11 24 10 27785
11 24 11 27785
11 24 12 27785
11 24 13 27785
